Not_offensive 	 Ithu ikkayude script aanu..   Uttopiya
Not_offensive 	 മാസ്സുകളുടെ ഡയറക്ടർ ജോഷി   തിരുമ്പി വന്തിടെന്ന്ന്നു സോല്ല്
Not_offensive 	 ഈ ക്രിസ്തുമസ് പൊളിക്കും രാജു ഏട്ടൻ സുരാജേട്ടൻ 
Offensive	 ഇത് എന്ത് കുണ്ടൻ പടം ആണ്....2 മണിക്കൂർ ഉള്ളത് കൊണ്ട് രക്ഷ പെട്ടു....നിവിൻ ചെയ്തത് അവന്റെ അനിയനെ ബാധിക്കുന്നു.....
Not_offensive 	 ഇത് pirats ഓഫ് caribian annu bri
Not_offensive 	 Ithu theateril 100 divasam kaanum enu urappu ullavar like adikku makkale
Not_offensive 	 GONE GIRL MOVIE de vibe ille ...aarkengillum tonunnundo?🧐🧐
Offensive	 Ijjadi mass sadanam ഇക്ക നിങ്ങ poliyaan inippo kurupottichond കൊറേ mairanmar വരും
Not_offensive 	 Spadikam thott ullata ee amma makan combo
Not_offensive 	 1:00 kuttiye freezer pootiyittirikunnu ennu thonunu
Not_offensive 	 Last dialogue.... oru rakshem illla... .... Asoooya verum asoooya.... Sontham naadine vittukodukunna kali illa enth vannalm...
Not_offensive 	 1:07 -il nammade arjun reddy sradhichathu njan maathramaano🤔🤔 btw mothathode adipoli aarunnu🤩🤩
Not_offensive 	 Nayika liftil kudungunnu... Ellaarum oodi nadannu anveshikunnu....
Not_offensive 	 Ithill vineeth sreenivasan aayirikkum negative role.. Nokkiko..
Not_offensive 	 ഒരു ട്രൈലെർ വരുന്നു എന്ന് കേട്ടപ്പോൾ  ഇത്രേം കിടു ആയിരിക്കും എന്ന് കരുതിയില്ല
Not_offensive 	 ഫഹദിക്ക...നിങ്ങൾ എന്തൊരു മനുഷ്യനാണ്...ഞാൻ പ്രകാശനിലെ പ്രകാശം എന്ന കഥാപാത്രവും കുമ്പളങ്ങി നെറ്സ് ലെ ഷമ്മി എന്ന സൈക്കോ  കഥാപാത്രവും എങ്ങനെ സാധിക്കുന്നു....എല്ലാരും ഈ സിനിമ കാണണം...പറയാൻ വാക്കുകളില്ല..
Not_offensive 	 Ee vishuvinu Madhura Rajayude oru Madhura കണി....  By a Lalettan Fan
Offensive	 Enthonedai id    padakkamo
Not_offensive 	 Luccifer trailerinu 10 millionilethicha. Editarmaarile pon sooryan
Not_offensive 	 ഓരോ ടൈപ്പ് മനുഷ്യന്മാർ  അല്ലെ മോളെ     അത് തന്നെ ഏട്ടാ
Not_offensive 	 Ini ippo ella padam achan nte molude Koode akum
Not_offensive 	 Ikka polichu tto Ikka fans like here
Not_offensive 	 Kanditt...climax pulimurugan effect pole anenn thonunn...kuttam parnaje alla friends...daddy girija und..pinne aa shots ellam pulimurugan trailerilum und..
Not_offensive 	 Mass entertainment... oru rekshayum illa... pwoli...
Not_offensive 	 എനിക്ക് ഒരു 1000 SUBSCRIBE കിട്ടുമോ??? ഇക്ക ഫാൻസ്‌???? ഇ സിനിമക്ക് കട്ട waiting....
Not_offensive 	 Atom bomb
Not_offensive 	 ഒന്നിൽ കൂടുതൽ പ്രവശ്യം കണ്ടവർ ലൈക്‌ അടി......
Not_offensive 	 0:27 trailer ലെ mass dialog
Not_offensive 	 Kidukachi trailer... Bgm oru rekshayum ella.....
Not_offensive 	 Perr  kand trailer nnokkan vanna thrissur karr like adik🥰🥰
Not_offensive 	 Ettan anthannu kandallo ettan fans hit like
Offensive	 മൈരണ്ടി മോഹൻലാലിന്റെ കോളനി ഫാൻസ് മാമാങ്കം എന്ന മികച്ച സിനിമയെ അതിന്റെ Theatre പ്രിന്റ് എടുത്ത് Share ചെയ്ത് വരെ Degrade ചെയിതു എന്നിട്ടും മാമാങ്കം 100 കോടിയിലേക്ക് പോകുന്നുണ്ടങ്കിൽ ആ നടന്റെ പേര് മമ്മൂട്ടി എന്നാണ് പിന്നെ ഈ കാണിച്ചതിന് ഒക്കെ മുതലും പലിശയും അടക്കും തിരിച്ചു തരും കുഞ്ഞാമിന ഒന്ന് വന്നോട്ടെ മൈരുളെ
Not_offensive 	 മലയാളം ഇൻഡ്സ്‌ട്രിക്ക് ത്രില്ലർ ക്ഷാമം ഇല്ലെന്ന് കാണിച്ചു കൊടുക്ക് അങ്ങോട്ട്...
Not_offensive 	 Trailer evidakkayo Katha muyavanayum kanikkunna pole........
Not_offensive 	 Lady superstar ഒന്നേയുള്ളൂ അത് നയൻതാര അണ്
Not_offensive 	 Raju ettan villan aano ennu samshayikunnavar aarokke
Not_offensive 	 350 k like um.. 5 M views inum vendi kaathirikunnavar like adik..
Not_offensive 	 ഇനി ഷാരുഖ് ഖാൻ പടം fan ന്റെ കഥ അടിച്ചു മാറ്റിയോ
Not_offensive 	 Hufff bgm.ikkka mass pakka masss
Not_offensive 	 മനുഷ്യന്റെ പല്ലുള്ള മീനിനെ കണ്ടവരുണ്ടോ ഇല്ലെങ്കിൽ ഈ വീഡിയോ കാണൂ
Not_offensive 	 release nalle....kanaan povvunnavar ...plzz like...palettan katta fans
Not_offensive 	 ഇപ്പോൾ പോകുവാ പക്ഷെ അവനെയും കൊണ്ടേ പോകത്തുള്ളൂ. Pwoli dialogue
Not_offensive 	 Ee padam... Gambheera hit akum.... allenkil Ghambira flop akum...
Not_offensive 	 അഹകരി ആയ സൂപ്പർസ്റ്റാർ എന്റെ ഏട്ടൻ പൊളിച്ച അടുക്കും... മാസ്സ്
Not_offensive 	 Yyeeeaahh yeeeaahhh najn oru kumbalaghi kaarii aanneee am proud of
Not_offensive 	 Robot comedy super nit fame Sooraj aanenn aarkkokke ariyam
Not_offensive 	 Mass trailer 
Not_offensive 	 ചെരിപ്പ് ഇടാതെ പ്രവേശിക്കേണ്ട വെള്ളഗവി ഗ്രാമത്തിലേക്കൊരു യാത്ര
Offensive	 മാമാങ്കം തീയറ്ററിൽ നിന്ന് വാഷ് ഔട്ട് ആയതിന്റെ സങ്കടം ഗുഹനോളികളുടെ കമന്റ്സ് ഇൽ കാണാൻ ഉണ്ടല്ലോ
Not_offensive 	 2nd on trending  Sarvam manju mayam
Offensive	 Waste trailer
Not_offensive 	 Ith ndhonadey SRK de Fan padamo....
Not_offensive 	 ഹൊ..ഒരു രക്ഷയുമില്ല.. കിടു.. Ratsasan ടൈപ്പ് പടം മലയാളത്തിലും.
Not_offensive 	 Lalletan fans like adikku . Fans power kaaniku
Not_offensive 	 ഞങ്ങടെ പാവയ്ക്കാ പന്തൽ അല്ലെ ട്രെയ്ലറിൽ... Ktm
Not_offensive 	 Vere Level...... Trailer pwoli......  Bgm katta mass....
Not_offensive 	 അടിപൊളി പടം. പടം കണ്ടതിനു ശേഷം വന്നവരുണ്ടോ
Offensive	 Ninta channel inu idanta peru goodwill ennalla devilwill enna..patti thayoli pundachi mone
Offensive	 Ethine dislike adicha nainte makkal eatgaaa
Not_offensive 	 കണ്ടിട്ട് അ അഭിപ്രായം പറയൂ   SHYLOCK &BIG BROTHER
Not_offensive 	 Thrissur slang paliyenn thonnunnath enikk mathramano?
Offensive	 ഇയാള്  മൈരാണ്
Offensive	 thalli pwoli padam ayrikum enna karyathil arkum samsayam illa
Not_offensive 	 Raju ettan villan surajettan hero pole thonni.endhokke aayalum trailer polichadukki
Not_offensive 	 Vineeth sreenivasan presents 
Not_offensive 	 Super star vinayakane Poole  randeesam panikkupoyappo achane ormavannulee
Not_offensive 	 Aaaa mundum pookal shirtum vere arund ithra look
Not_offensive 	 എന്റപോന്നോ ഇത് വേറെ ലെവൽ ട്രയ്ലർ ആണല്ലോ FDFS LOCKED
Not_offensive 	 LalettaN Poli 2 kg Potherachi Vangi Veetil Ponam🤩ഇട്ടിച്ചൻ
Offensive	 adtha oola padam.ingerkk nirthikoode ingnate oolatharam.peranp polulla nalla padam cheyt jeevichode.verupikklz
Not_offensive 	 Enta ethra kalikandittullatha ne? E ODUKKATHEkali vendaarunnu laletta
Not_offensive 	 Pradhi poovankozhi..oru novel Und...Aaa story aano idh????
Not_offensive 	 Screen presence il mass kanikaan mammukka kazhinjitte mattaarum
Not_offensive 	 അന്തോണി ഏട്ടാ അടിച്ചോ ബാൻഡ്  കിടുവെ ഇത് പൊളിക്കും
Not_offensive 	 രാവിലെതന്നെ വന്നു കാണുന്നവർ like അടി 🤩
Not_offensive 	 ആർക്കേലും എന്റെ വീഡിയോസ് കണ്ട് ഇഷ്ടപ്പെട്ട്  സബ്സ്ക്രൈബ് ചെയ്താൽ വളരെ  സന്തോഷം
Not_offensive 	 332 kozhikal Dislike adich prathishetam ariyichittund
Offensive	 Manju warrier enthu koppe undakan irikuva
Not_offensive 	 Vineeth sreenivasan Chetante cinema aano...nkil padam kiduvarikkum
Not_offensive 	 Etra Varsham Kayinnalum mammoka Ath or Haram aaan
Not_offensive 	 Ee padam kanumennu urapullavar like button onnu nila paint adichekku
Not_offensive 	 Massuman manssuman enn prnjatt ethil mass evdre
Not_offensive 	 Robert de Niro dae the fan polle vello anno
Offensive	 Onn madiyaaak mammookka Vayassan aayalle Pudiya pullark avasaram kodukk
Not_offensive 	 Enna oru feel olla trailer
Not_offensive 	 kanunnathin  anusarich veendum veendum kanan thonnunu
Not_offensive 	 enna look a rajuettaaaaa............ promising trailor
Not_offensive 	 Srk yuda fan cinema orama varunu
Not_offensive 	 Adipwoli Suraj chettan soubin ikka  veendum nammal malayalikalkku  variety cinemakal tharunnathinayivariety cinemagal ishdapedunnavar  adikada like🤗🤗🤗
Not_offensive 	 മലയാളത്തിലെ lady superstar ന് ഇരിക്കട്ടെ ഒരു ലൈക്‌
Not_offensive 	 ഒരേ പൊളിസുരാജ് ഏട്ടൻ രാജു ഏട്ടൻ
Not_offensive 	 #FDFS ഉറപ്പിച്ചവർ മാത്രം LIKE ഇട്ടേ..
Not_offensive 	 ഞാനും ഒരു ഫാൻ ആണ് രാജുവേട്ടന്റെയും ലാലേട്ടന്റെയും
Not_offensive 	 വന്നൂറാ മോനെ
Not_offensive 	 Lucifer hitayi.  Madhurarajayum hitakatte.  Malayalam movie lover
Not_offensive 	 Viswosichu koode varunnavare jeevan koduthayalum samrakshikkum...
Not_offensive 	 Usmanee.... Mmmuk eenthapaya kachavadam matti bala kachavadam tudangam.. Evdoo kettapole 🤣
Not_offensive 	 Kilichundan maambazhathile slang . Oru matullalaa
Not_offensive 	 Nalla kidilan trailer. nalla oru family entertainer aanenu thonnunu
Not_offensive 	 4million views 300k likes Record Breaker Ettan da
Not_offensive 	 Madhu raaja comments nokeepam Andhra pradeshikal. Ivda tamil natukar
Not_offensive 	 Etta...... Sherikm super🤝ntha parayuka...  Oru rekshem illa.. Adipoli... Katta wyting
Offensive	 aa dislike  mikkathum  mohan lal fans aayirikkum
Not_offensive 	 Enthanavo ee 256 windows kunjappanmar ....
Offensive	 Heroine illengil oru item dance engilum vekkada kundanmare
Offensive	 To all dislikers.. Innu mothal ningalku 'L board'  vichitu (ooombaaam) odikyam... LOL!
Not_offensive 	 റിലീസ് date എന്നാണ് ???  I cant wait ...
Not_offensive 	 0:20 രാജീവ് രവി അല്ലേ അത്‌ ...!!🤔🤔🤔
Not_offensive 	 Ippol kandittu varunnatheyullu THE MOST DRAMATIC CINEMA I HAVE EVER SEEN
Not_offensive 	 Idu entina trailer il padam motham kanikune?
Not_offensive 	 Manju chechide movek njngal ella MOHANLAL fansintem vijayashamsakal
Not_offensive 	 Edakida  etra million ayi enna nokan varunavar onnu like
Not_offensive 	 അഭിനയവും ഡ്രൈവിങും......ഈ പടം വേറെ ലെവൽ ആയിരിക്കും എന്ന് ഉറപ്പുള്ള രാജു ഏട്ടന്റെയും സുരാജേട്ടന്റെയും ഫാൻസ് ഉണ്ടോ
Not_offensive 	 Pirates of the careebian kandavarkku othu koodaanolla nool
Not_offensive 	 Ithano trailer oru dialogue polum illa ekkaude. Ullath kurach perum oru vettum
Not_offensive 	 #puthanPanam nithyanada shenoy get up  pole und
Not_offensive 	 Ente channel onnu subscribe cheyumoo frnzzz. plzzz
Not_offensive 	 കാണാട ഹാ കാണാം   dec 20
Not_offensive 	 Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA
Not_offensive 	 Unni R ന്റെ പ്രതി പൂവൻകോഴി എന്ന നോവലും ഈ ട്രെയിലറും ആയി ഒരു ബന്ധവും ഇല്ലല്ലോ... ഇനിയിപ്പോ ആ കഥ അല്ലേ ഈ കഥ?  Anyway.. nice trailer. Manju chechi gambheeram
Not_offensive 	 Kandittu malayala cinimak nalloru savidayakan koodi kittum ennoru thonal
Not_offensive 	 BGM pwolich gopy sir .....ikka Katta waiting
Not_offensive 	 ഇത് കണ്ടിട്ട് പുത്തൻപണം ഓർമ്മ വന്നത് എനിക്ക് മാത്രമാണോ??? 🤔
Not_offensive 	 Babynet  oppam Shane nigam venaayirunnu Enna ithinakaal adipoliyaayirikum Shanente fans adi like
Not_offensive 	 Variety laletta
Not_offensive 	 Saji enikk oru karyam parayanund.. Entha kidney vallom veno?
Not_offensive 	 Trailor cut chey
Offensive	 ഈ കഴുവേർട മോനെ ഇനീം support cheyyan paadilla...
Offensive	 DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam
Not_offensive 	 Raju ettan  oru villan look
Not_offensive 	 Manju chechide movek njngal ella MOHANLAL fansintem vijayashamsakal
Not_offensive 	 Jayasurya pandathetilum poliyali enn tonniyatu enikk maatramanno
Not_offensive 	 ബ്രദേർസ് ഡേ നല്ല കിടുക്കാച്ചി പടം ആയിരുന്നു. എന്നിട്ട് അതിനു അർഹത പെട്ട വിജയം പോലും കിട്ടിയില്ല. എല്ലാരും യു ട്യൂബിൽ കിടന്നു ഭയങ്കര സപ്പോർട്ട് ചെയ്യും. എന്നിട്ട് ഓരോ ഊള പടങ്ങൾ ആയിരിക്കും തിയേറ്ററിൽ പോയി കണ്ടു വിജയിപ്പിക്കുന്നത്. ഈ പടം എങ്കിലും സൂപ്പർ ഹിറ്റ്‌ ആകട്ടെ എന്ന് പ്രാർത്ഥിക്കുന്നു..
Offensive	 Prithividae padam nalla kaaryam but manju indallo  .. pottumennu urappu!
Offensive	 aaa dislike adicha poorimakkalude ammakku mohanlal anu adichu kodukkunnadu tonnunnu
Not_offensive 	 Comadey aguuum  realse aytuu paryaaam
Not_offensive 	 Samshayam kond chodikkuva
